RefSeq_ID	Entrez_Gene_ID	Symbol	Probe_Id	Chromosome	Probe_Coordinates	Definition
NM_020880.2	348327	ZNF530	ILMN_1761348	19	62811134-62811183	Homo sapiens zinc finger protein 530 (ZNF530), mRNA.
NM_175874.2	144608	C12orf60	ILMN_2234710	12	14867635-14867684	Homo sapiens chromosome 12 open reading frame 60 (C12orf60), mRNA.
NM_018090.3	55707	NECAP2	ILMN_1749011	1	16658786-16658835	Homo sapiens NECAP endocytosis associated 2 (NECAP2), mRNA.
NM_016114.3	51665	ASB1	ILMN_1683096	2	239025546-239025595	Homo sapiens ankyrin repeat and SOCS box-containing 1 (ASB1), mRNA.
NM_033285.2	94241	TP53INP1	ILMN_2214197	8	96007715-96007764	Homo sapiens tumor protein p53 inducible nuclear protein 1 (TP53INP1), mRNA.
NM_182947.1	115557	GEFT	ILMN_2388965	12	56296926-56296944:56296945-56296975	Homo sapiens RAC/CDC42 exchange factor (GEFT), transcript variant 1, mRNA.
NM_198582.2	377007	KLHL30	ILMN_1780663	2	238726086-238726135	Homo sapiens kelch-like 30 (Drosophila) (KLHL30), mRNA.
NM_025234.1	80349	WDR61	ILMN_1665887	15	78578399-78578448	Homo sapiens WD repeat domain 61 (WDR61), mRNA.
NM_001080975.1	9185	REPS2	ILMN_2405797	X	16998020-16998037:17002158-17002189	Homo sapiens RALBP1 associated Eps domain containing 2 (REPS2), transcript variant 2, mRNA.
NR_002716.1	6066	RNU2-1	ILMN_2057836	17	31859-31908	Homo sapiens RNA, U2 small nuclear 1 (RNU2-1), non-coding RNA.
NM_001504.1	2833	CXCR3	ILMN_1797975	X	70835904-70835953	Homo sapiens chemokine (C-X-C motif) receptor 3 (CXCR3), transcript variant A, mRNA.
NM_145911.1	7571	ZNF23	ILMN_2147993	16	71481670-71481719	Homo sapiens zinc finger protein 23 (KOX 16) (ZNF23), mRNA.
NR_003501.1	124454	EARS2	ILMN_1758750	16	23533580-23533629	Homo sapiens glutamyl-tRNA synthetase 2, mitochondrial (putative) (EARS2), transcript variant 2, non-coding RNA.
NM_003504.3	8318	CDC45L	ILMN_1670238	22	17886374-17886423	Homo sapiens CDC45 cell division cycle 45-like (S. cerevisiae) (CDC45L), mRNA.
NM_002035.1	2531	FVT1	ILMN_2154053	18	59149216-59149265	Homo sapiens follicular lymphoma variant translocation 1 (FVT1), mRNA.
NM_182635.1	349236	C9orf164	ILMN_1733221	9	91166609-91166658	Homo sapiens chromosome 9 open reading frame 164 (C9orf164), mRNA.
NM_052943.2	115572	FAM46B	ILMN_1808011	1	27204252-27204301	Homo sapiens family with sequence similarity 46, member B (FAM46B), mRNA.
NM_001040071.1	650293	LOC650293	ILMN_2079225	4	8952065-8952114	Homo sapiens seven transmembrane helix receptor (LOC650293), mRNA.
NR_002720.1	7221	TRPC2	ILMN_2127007	11	3612874-3612923	Homo sapiens transient receptor potential cation channel, subfamily C, member 2 (pseudogene) (TRPC2), non-coding RNA.
NM_006424.2	10568	SLC34A2	ILMN_2184109	4	25288842-25288891	Homo sapiens solute carrier family 34 (sodium phosphate), member 2 (SLC34A2), mRNA.
NM_024938.2	80003	PCNXL2	ILMN_1660541	1	231267947-231267996	Homo sapiens pecanex-like 2 (Drosophila) (PCNXL2), transcript variant 2, mRNA.
NM_005720.2	10095	ARPC1B	ILMN_2085760	7	98821298-98821337:98822244-98822253	Homo sapiens actin related protein 2/3 complex, subunit 1B, 41kDa (ARPC1B), mRNA.
NM_001033056.1	2752	GLUL	ILMN_1653496	1	180618492-180618541	Homo sapiens glutamate-ammonia ligase (glutamine synthetase) (GLUL), transcript variant 3, mRNA.
NM_001033056.1	2752	GLUL	ILMN_1765208	1	180626955-180627004	Homo sapiens glutamate-ammonia ligase (glutamine synthetase) (GLUL), transcript variant 3, mRNA.
NM_005917.2	4190	MDH1	ILMN_1656913	2	63686024-63686031:63686577-63686618	Homo sapiens malate dehydrogenase 1, NAD (soluble) (MDH1), mRNA.
NM_032340.2	84300	C6orf125	ILMN_1790461	6	33776229-33776268:33777101-33777110	Homo sapiens chromosome 6 open reading frame 125 (C6orf125), mRNA.
NM_012338.3	23554	TSPAN12	ILMN_2194106	7	120427642-120427691	Homo sapiens tetraspanin 12 (TSPAN12), mRNA.
NM_001040283.1	63946	DMRTC2	ILMN_2178771	19	42355655-42355704	Homo sapiens DMRT-like family C2 (DMRTC2), mRNA.
NM_002899.2	5947	RBP1	ILMN_1656837	3	140719986-140720035	Homo sapiens retinol binding protein 1, cellular (RBP1), mRNA.
NM_198256.2	1876	E2F6	ILMN_1656196	2	11585591-11585640	Homo sapiens E2F transcription factor 6 (E2F6), mRNA.
NM_054020.2	117155	CATSPER2	ILMN_2403542	15	43939286-43939316:43939492-43939510	Homo sapiens cation channel, sperm associated 2 (CATSPER2), transcript variant 1, mRNA.
NM_032852.2	84938	ATG4C	ILMN_2383727	1	63067388-63067435:63072297-63072298	Homo sapiens ATG4 autophagy related 4 homolog C (S. cerevisiae) (ATG4C), transcript variant 7, mRNA.
NM_014177.1	29090	C18orf55	ILMN_2182531	18	69976731-69976780	Homo sapiens chromosome 18 open reading frame 55 (C18orf55), mRNA.
NM_133645.1	25821	MTO1	ILMN_1748147	6	74267807-74267856	Homo sapiens mitochondrial translation optimization 1 homolog (S. cerevisiae) (MTO1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.
NM_214710.2	400668	PRSSL1	ILMN_1673605			Homo sapiens protease, serine-like 1 (PRSSL1), mRNA.
NM_001039847.1	2879	GPX4	ILMN_2378952	19	1057397-1057446	Homo sapiens glutathione peroxidase 4 (phospholipid hydroperoxidase) (GPX4), transcript variant 2, mRNA.
NM_001039847.1	2879	GPX4	ILMN_1734353	19	1056776-1056808:1057241-1057257	Homo sapiens glutathione peroxidase 4 (phospholipid hydroperoxidase) (GPX4), transcript variant 2, mRNA.
NM_001040437.1	50854	C6orf48	ILMN_2285708	6	31804212-31804261	Homo sapiens chromosome 6 open reading frame 48 (C6orf48), transcript variant 1, mRNA.
NM_001040437.1	50854	C6orf48	ILMN_2391765	6	31805143-31805192	Homo sapiens chromosome 6 open reading frame 48 (C6orf48), transcript variant 1, mRNA.
NM_001040697.1	55293	UEVLD	ILMN_2408968	11	18553471-18553520	Homo sapiens UEV and lactate/malate dehyrogenase domains (UEVLD), transcript variant 1, mRNA.
NM_002417.3	4288	MKI67	ILMN_1734827	10	129785235-129785284	Homo sapiens antigen identified by monoclonal antibody Ki-67 (MKI67), mRNA.
NM_005187.4	863	CBFA2T3	ILMN_1657627	16	88941936-88941985	Homo sapiens core-binding factor, runt domain, alpha subunit 2; translocated to, 3 (CBFA2T3), transcript variant 1, mRNA.
NM_001080518.1	643414	LIPK	ILMN_2204467	10	90487401-90487450	Homo sapiens lipase, family member K (LIPK), mRNA.
NM_001080518.1	643414	LIPK	ILMN_1712141	10	90487437-90487486	Homo sapiens lipase, family member K (LIPK), mRNA.
NM_152303.2	115196	ZNF554	ILMN_1815118			Homo sapiens zinc finger protein 554 (ZNF554), mRNA.
NM_198527.2	374659	HDDC3	ILMN_1781638	15	91474412-91474461	Homo sapiens HD domain containing 3 (HDDC3), mRNA.
NM_176891.3	338376	IFNE1	ILMN_2097997	9	21471171-21471220	Homo sapiens interferon epsilon 1 (IFNE1), mRNA.
NR_002771.1	79469	DLEU2L	ILMN_2143011	1	63788241-63788290	Homo sapiens deleted in lymphocytic leukemia 2-like (DLEU2L), non-coding RNA.
NM_004169.3	6470	SHMT1	ILMN_1743784	17	18238881-18238930	Homo sapiens serine hydroxymethyltransferase 1 (soluble) (SHMT1), transcript variant 1, mRNA.
NM_004169.3	6470	SHMT1	ILMN_1811933	17	18231380-18231429	Homo sapiens serine hydroxymethyltransferase 1 (soluble) (SHMT1), transcript variant 1, mRNA.
NM_001013680.1	401233	LOC401233	ILMN_1674285	6	2964502-2964551	Homo sapiens similar to HIV TAT specific factor 1; cofactor required for Tat activation of HIV-1 transcription (LOC401233), mRNA.
NM_198546.1	374955	SPATA21	ILMN_1705337	1	16725924-16725973	Homo sapiens spermatogenesis associated 21 (SPATA21), mRNA.
NM_000665.3	43	ACHE	ILMN_2333219	7	100487864-100487913	Homo sapiens acetylcholinesterase (Yt blood group) (ACHE), transcript variant E4-E6, mRNA.
NM_001040715.1	653319	KIAA0895L	ILMN_2176755	16	67212229-67212278	Homo sapiens KIAA0895-like (KIAA0895L), mRNA. XM_933435 XM_933438 XM_933442 XM_933445 XM_933447 XM_941971 XM_945589 XM_945591 XM_945592 XM_945593 XM_945594 XM_945596 XM_945598 XM_945599 XM_945600
NM_004521.1	3799	KIF5B	ILMN_1788160	10	32340281-32340330	Homo sapiens kinesin family member 5B (KIF5B), mRNA.
NM_031423.3	83540	NUF2	ILMN_1658695	1	161591771-161591820	Homo sapiens NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae) (NUF2), transcript variant 2, mRNA.
NM_031423.3	83540	NUF2	ILMN_2406724	1	161585450-161585494:161591749-161591753	Homo sapiens NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae) (NUF2), transcript variant 2, mRNA.
NM_032528.1	84620	ST6GAL2	ILMN_1797102	2	106789568-106789617	Homo sapiens ST6 beta-galactosamide alpha-2,6-sialyltranferase 2 (ST6GAL2), mRNA.
NM_138370.1	91461	LOC91461	ILMN_1734445	2	42138814-42138863	Homo sapiens hypothetical protein BC007901 (LOC91461), mRNA.
NM_145637.1	23780	APOL2	ILMN_2248822	22	36635843-36635892	Homo sapiens apolipoprotein L, 2 (APOL2), transcript variant beta, mRNA.
NM_145637.1	23780	APOL2	ILMN_2325337	22	36622548-36622597	Homo sapiens apolipoprotein L, 2 (APOL2), transcript variant beta, mRNA.
NM_001032279.1	9986	RCE1	ILMN_1685002	11	66370375-66370424	Homo sapiens RCE1 homolog, prenyl protein peptidase (S. cerevisiae) (RCE1), transcript variant 2, mRNA.
NM_001032279.1	9986	RCE1	ILMN_2337492	11	66369946-66369995	Homo sapiens RCE1 homolog, prenyl protein peptidase (S. cerevisiae) (RCE1), transcript variant 2, mRNA.
NM_152777.2	256369	C14orf48	ILMN_1668914	14	93540958-93541007	Homo sapiens chromosome 14 open reading frame 48 (C14orf48), mRNA.
NM_002919.2	5991	RFX3	ILMN_2269392	9	3277364-3277413	Homo sapiens regulatory factor X, 3 (influences HLA class II expression) (RFX3), transcript variant 1, mRNA.
NM_178815.3	221079	ARL5B	ILMN_2120022	10	18966787-18966836	Homo sapiens ADP-ribosylation factor-like 5B (ARL5B), mRNA.
NM_145899.1	3159	HMGA1	ILMN_2311537	6	34321559-34321608	Homo sapiens high mobility group AT-hook 1 (HMGA1), transcript variant 1, mRNA.
XM_942072.2	1370	CPN2	ILMN_1781013			PREDICTED: Homo sapiens carboxypeptidase N, polypeptide 2, 83kD (CPN2), mRNA.
NM_017426.2	53371	NUP54	ILMN_2061405	4	77255190-77255239	Homo sapiens nucleoporin 54kDa (NUP54), mRNA.
NM_201437.1	6917	TCEA1	ILMN_2357770	8	55054168-55054217	Homo sapiens transcription elongation factor A (SII), 1 (TCEA1), transcript variant 2, mRNA.
NM_006732.1	2354	FOSB	ILMN_1751607	19	50670217-50670266	Homo sapiens FBJ murine osteosarcoma viral oncogene homolog B (FOSB), mRNA.
NM_015148.2	23178	PASK	ILMN_1754858	2	242046884-242046914:242047582-242047600	Homo sapiens PAS domain containing serine/threonine kinase (PASK), mRNA.
NM_022369.2	64220	STRA6	ILMN_1807652	15	72259138-72259187	Homo sapiens stimulated by retinoic acid gene 6 homolog (mouse) (STRA6), mRNA.
NM_152523.1	151195	CCNYL1	ILMN_2166524	2	208327139-208327188	Homo sapiens cyclin Y-like 1 (CCNYL1), mRNA.
NM_001098500.1	56243	KIAA1217	ILMN_1706960	10	24820795-24820844	Homo sapiens KIAA1217 (KIAA1217), transcript variant 2, mRNA.
NM_178549.2	339500	ZNF678	ILMN_2095789	1	225910370-225910419	Homo sapiens zinc finger protein 678 (ZNF678), mRNA.
NM_022454.3	64321	SOX17	ILMN_1671092	8	55372510-55372555:55372556-55372559	Homo sapiens SRY (sex determining region Y)-box 17 (SOX17), mRNA.
NM_001001342.1	282991	BLOC1S2	ILMN_1679782	10	102046006-102046055	Homo sapiens biogenesis of lysosomal organelles complex-1, subunit 2 (BLOC1S2), transcript variant 2, mRNA.
NM_152317.2	120863	DEPDC4	ILMN_2135527	12	100646186-100646235	Homo sapiens DEP domain containing 4 (DEPDC4), mRNA.
NM_001017392.2	10147	SFRS14	ILMN_1689007	19	18964481-18964530	Homo sapiens splicing factor, arginine/serine-rich 14 (SFRS14), transcript variant 1, mRNA.
NM_001017392.2	10147	SFRS14	ILMN_1772487	19	18966183-18966232	Homo sapiens splicing factor, arginine/serine-rich 14 (SFRS14), transcript variant 1, mRNA.
NM_213657.1	3821	KLRC1	ILMN_2384139	12	10601972-10601987:10603083-10603116	Homo sapiens killer cell lectin-like receptor subfamily C, member 1 (KLRC1), transcript variant 4, mRNA.
NM_001002924.1	1176	AP3S1	ILMN_2311761	5	115266581-115266588:115276958-115276999	Homo sapiens adaptor-related protein complex 3, sigma 1 subunit (AP3S1), transcript variant 2, mRNA.
NM_080874.2	140458	ASB5	ILMN_2126055	4	177372043-177372092	Homo sapiens ankyrin repeat and SOCS box-containing 5 (ASB5), mRNA.
NM_003842.3	8795	TNFRSF10B	ILMN_1812915	8	22941903-22941952	Homo sapiens tumor necrosis factor receptor superfamily, member 10b (TNFRSF10B), transcript variant 1, mRNA.
XR_017948.1	151121	LOC151121	ILMN_1735172			PREDICTED: Homo sapiens hypothetical protein LOC151121 (LOC151121), misc RNA.
NM_020824.2	57584	ARHGAP21	ILMN_1811592	10	24912583-24912632	Homo sapiens Rho GTPase activating protein 21 (ARHGAP21), mRNA.
NM_032296.2	84256	FLYWCH1	ILMN_1690035	16	2941067-2941116	Homo sapiens FLYWCH-type zinc finger 1 (FLYWCH1), transcript variant 1, mRNA.
NM_004645.2	8161	COIL	ILMN_1688034	17	55015688-55015737	Homo sapiens coilin (COIL), mRNA.
NM_030755.4	81542	TMX1	ILMN_1691181	14	50792307-50792356	Homo sapiens thioredoxin-related transmembrane protein 1 (TMX1), mRNA.
NM_018353.3	55320	C14orf106	ILMN_1666208	14	44742184-44742233	Homo sapiens chromosome 14 open reading frame 106 (C14orf106), mRNA.
NM_080386.1	113457	TUBA3D	ILMN_2215639	2	131956912-131956961	Homo sapiens tubulin, alpha 3d (TUBA3D), mRNA.
NM_032936.2	85025	TMEM60	ILMN_1752213	7	77261251-77261300	Homo sapiens transmembrane protein 60 (TMEM60), mRNA.
NM_173546.1	200942	KLHDC8B	ILMN_1695246	3	49188720-49188769	Homo sapiens kelch domain containing 8B (KLHDC8B), mRNA.
NM_014718.3	9746	CLSTN3	ILMN_1734021	12	7201369-7201418	Homo sapiens calsyntenin 3 (CLSTN3), mRNA.
NM_032023.3	83937	RASSF4	ILMN_1708890	10	44799493-44799542	Homo sapiens Ras association (RalGDS/AF-6) domain family member 4 (RASSF4), mRNA.
NM_032023.3	83937	RASSF4	ILMN_1690566	10	44810022-44810071	Homo sapiens Ras association (RalGDS/AF-6) domain family member 4 (RASSF4), mRNA.
NM_007283.5	11343	MGLL	ILMN_1738589	3	129023857-129023906	Homo sapiens monoglyceride lipase (MGLL), transcript variant 1, mRNA.
NM_007283.5	11343	MGLL	ILMN_1657708	3	128890930-128890979	Homo sapiens monoglyceride lipase (MGLL), transcript variant 1, mRNA.
NM_001040107.1	84329	HVCN1	ILMN_1815168	12	111086723-111086772	Homo sapiens hydrogen voltage-gated channel 1 (HVCN1), transcript variant 1, mRNA.
NM_000818.1	2572	GAD2	ILMN_1728301	10	26633089-26633138	Homo sapiens glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa) (GAD2), mRNA.
NM_024100.3	57418	WDR18	ILMN_1694479	19	945456-945505	Homo sapiens WD repeat domain 18 (WDR18), mRNA.
NM_025198.3	80298	MTERFD3	ILMN_2388517	12	107371447-107371496	Homo sapiens MTERF domain containing 3 (MTERFD3), transcript variant 2, mRNA.
NM_030795.2	81551	STMN4	ILMN_1731397	8	27149912-27149961	Homo sapiens stathmin-like 4 (STMN4), mRNA.
NM_173464.2	91133	L3MBTL4	ILMN_1775646			Homo sapiens l(3)mbt-like 4 (Drosophila) (L3MBTL4), mRNA.
NM_134441.1	6019	RLN2	ILMN_1744887	9	5300216-5300265	Homo sapiens relaxin 2 (RLN2), transcript variant 1, mRNA.
NM_170737.1	3772	KCNJ15	ILMN_2396903	21	38594966-38595015	Homo sapiens potassium inwardly-rectifying channel, subfamily J, member 15 (KCNJ15), transcript variant 3, mRNA.
NM_001039948.2	129049	SGSM1	ILMN_1661939	22	23532280-23532292:23532293-23532311:23532408-23532425	Homo sapiens small G protein signaling modulator 1 (SGSM1), transcript variant 1, mRNA.
NM_006699.3	10905	MAN1A2	ILMN_2075507	1	117869686-117869735	Homo sapiens mannosidase, alpha, class 1A, member 2 (MAN1A2), mRNA.
NM_017831.3	54941	RNF125	ILMN_1747192	18	27879682-27879693:27899863-27899900	Homo sapiens ring finger protein 125 (RNF125), mRNA.
NM_182851.1	57820	CCNB1IP1	ILMN_2260833	14	20786546-20786595	Homo sapiens cyclin B1 interacting protein 1 (CCNB1IP1), transcript variant 3, mRNA.
NM_182851.1	57820	CCNB1IP1	ILMN_2347349	14	20779662-20779708:20779709-20779711	Homo sapiens cyclin B1 interacting protein 1 (CCNB1IP1), transcript variant 3, mRNA.
NM_013451.2	26509	FER1L3	ILMN_2370976	10	95062820-95062869	Homo sapiens fer-1-like 3, myoferlin (C. elegans) (FER1L3), transcript variant 1, mRNA.
XM_001126824.1	116039	OSR2	ILMN_1737715			PREDICTED: Homo sapiens odd-skipped related 2 (Drosophila) (OSR2), mRNA.
NM_000115.1	1910	EDNRB	ILMN_2264916	13	77367908-77367957	Homo sapiens endothelin receptor type B (EDNRB), transcript variant 1, mRNA.
NM_001039656.1	9633	MTL5	ILMN_2389528	11	68506187-68506236	Homo sapiens metallothionein-like 5, testis-specific (tesmin) (MTL5), transcript variant 2, mRNA.
NM_017822.3	54934	C12orf41	ILMN_1713189	12	49047313-49047362	Homo sapiens chromosome 12 open reading frame 41 (C12orf41), mRNA.
NM_001008749.1	401409	RAB19	ILMN_1785297	7	139772358-139772407	Homo sapiens RAB19, member RAS oncogene family (RAB19), mRNA.
NM_002784.2	5678	PSG9	ILMN_1801776	19	48463849-48463898	Homo sapiens pregnancy specific beta-1-glycoprotein 9 (PSG9), mRNA.
NM_015666.2	26164	GTPBP5	ILMN_1769014	20	60210702-60210751	Homo sapiens GTP binding protein 5 (putative) (GTPBP5), mRNA.
NM_024107.2	79089	TMUB2	ILMN_2311779	17	39624515-39624564	Homo sapiens transmembrane and ubiquitin-like domain containing 2 (TMUB2), transcript variant 1, mRNA.
NM_001042432.1	1201	CLN3	ILMN_1669281	16	28488834-28488836:28488837-28488883	Homo sapiens ceroid-lipofuscinosis, neuronal 3 (CLN3), transcript variant 1, mRNA.
NM_001025203.1	7307	U2AF1	ILMN_2362368	21	44515586-44515635	Homo sapiens U2 small nuclear RNA auxiliary factor 1 (U2AF1), transcript variant b, mRNA.
NM_001025203.1	7307	U2AF1	ILMN_1772113	21	44513339-44513359:44514581-44514609	Homo sapiens U2 small nuclear RNA auxiliary factor 1 (U2AF1), transcript variant b, mRNA.
NM_021097.2	6546	SLC8A1	ILMN_1699520	2	40509887-40509936	Homo sapiens solute carrier family 8 (sodium/calcium exchanger), member 1 (SLC8A1), transcript variant A, mRNA.
NM_181670.2	56899	ANKS1B	ILMN_1758392	12	99138641-99138690	Homo sapiens ankyrin repeat and sterile alpha motif domain containing 1B (ANKS1B), transcript variant 2, mRNA.
NM_031295.3	83451	ABHD11	ILMN_1753912	7	72789675-72789724	Homo sapiens abhydrolase domain containing 11 (ABHD11), transcript variant 4, mRNA.
NM_019842.2	56479	KCNQ5	ILMN_2060268	6	73961803-73961852	Homo sapiens potassium voltage-gated channel, KQT-like subfamily, member 5 (KCNQ5), mRNA.
NM_172005.1	164237	WFDC13	ILMN_1723113	20	43770490-43770539	Homo sapiens WAP four-disulfide core domain 13 (WFDC13), mRNA.
NM_033132.3	85416	ZIC5	ILMN_1783881	13	100617676-100617725	Homo sapiens Zic family member 5 (odd-paired homolog, Drosophila) (ZIC5), mRNA.
NM_015584.3	26073	POLDIP2	ILMN_1743499	17	26674034-26674083	Homo sapiens polymerase (DNA-directed), delta interacting protein 2 (POLDIP2), mRNA.
NM_199424.1	11060	WWP2	ILMN_1668847	16	68516566-68516615	Homo sapiens WW domain containing E3 ubiquitin protein ligase 2 (WWP2), transcript variant 2, mRNA.
NR_001541.1	83863	TTTY5	ILMN_2164478	Y	24443264-24443313	Homo sapiens testis-specific transcript, Y-linked 5 (non-protein coding) (TTTY5), non-coding RNA.
NM_004397.3	1656	DDX6	ILMN_1777340	11	118125862-118125911	Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 6 (DDX6), mRNA.
NM_001031690.1	9715	FAM131B	ILMN_1652694	7	142769807-142769856	Homo sapiens family with sequence similarity 131, member B (FAM131B), mRNA.
NM_016429.2	51226	COPZ2	ILMN_1667361	17	46103702-46103751	Homo sapiens coatomer protein complex, subunit zeta 2 (COPZ2), mRNA.
NM_016134.2	10404	PGCP	ILMN_2058795	8	97916380-97916429	Homo sapiens plasma glutamate carboxypeptidase (PGCP), mRNA.
NM_006022.2	8848	TSC22D1	ILMN_1692177	13	45010708-45010757	Homo sapiens TSC22 domain family, member 1 (TSC22D1), transcript variant 2, mRNA.
NM_003151.2	6775	STAT4	ILMN_1785202	2	191895713-191895762	Homo sapiens signal transducer and activator of transcription 4 (STAT4), mRNA.
NM_025112.3	79364	ZXDC	ILMN_1743643	3	127639274-127639323	Homo sapiens ZXD family zinc finger C (ZXDC), mRNA.
NM_001010865.1	197342	EME2	ILMN_1771185	16	1766167-1766216	Homo sapiens essential meiotic endonuclease 1 homolog 2 (S. pombe) (EME2), mRNA.
NM_182603.1	338699	ANKRD42	ILMN_1676605	11	82637570-82637619	Homo sapiens ankyrin repeat domain 42 (ANKRD42), mRNA.
NM_001007468.1	6598	SMARCB1	ILMN_2403458	22	22497592-22497602:22505759-22505797	Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 (SMARCB1), transcript variant 2, mRNA.
NM_001007468.1	6598	SMARCB1	ILMN_1758823	22	22506489-22506538	Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 (SMARCB1), transcript variant 2, mRNA.
NM_016028.4	51111	SUV420H1	ILMN_1692026	11	67933396-67933445	Homo sapiens suppressor of variegation 4-20 homolog 1 (Drosophila) (SUV420H1), transcript variant 2, mRNA.
NM_016639.1	51330	TNFRSF12A	ILMN_1689004	16	3012033-3012082	Homo sapiens tumor necrosis factor receptor superfamily, member 12A (TNFRSF12A), mRNA.
NM_001037232.2	374899	ZNF829	ILMN_2157843	19	42074250-42074299	Homo sapiens zinc finger protein 829 (ZNF829), mRNA.
