GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
5	rs11767557	7	143109208	rs75045569	2016-02-03	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease in APOE e4- carriers	7,184 cases, 26,968 controls	718 European ancestry cases, 1,699 European ancestry controls	7q35	EPHA1, TAS2R62P	EPHA1-AS1			285965			rs75045569-T	rs75045569	0	75045569	intron_variant	0	0.83	8E-6	5.096910013008056		1.1494253	[1.08-1.22]	NR [NR]	N
6	rs73223431	8	27195121	rs28834970	2014-04-16	24162737	Lambert JC	2013-10-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24162737	Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease.	Alzheimer's disease (late onset)	17,008 European ancestry cases, 37,154 European ancestry controls	8,572 European ancestry cases, 11,312 European ancestry controls	8p21.2	PTK2B	PTK2B			2185			rs28834970-C	rs28834970	0	28834970	intron_variant	0	0.366	7E-14	13.154901959985743		1.1	[1.08-1.13]	Illumina [7055881] (imputed)	N
6	rs73223431	8	27195121	rs28834970	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	8p21.2	NR	PTK2B			2185			rs28834970-?	rs28834970	0	28834970	intron_variant	0	NR	6E-16	15.221848749616356		1.0666256	[1.05003132808944-1.08348207689744]	Affymetrix [7795605] (imputed)	N
6	rs73223431	8	27195121	rs28834970	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 European ancestry individuals with no parental history of Alzheimer's disease	NA	8p21.2	NR	PTK2B			2185			rs28834970-?	rs28834970	0	28834970	intron_variant	0	NR	7E-6	5.154901959985743		1.0458187		Affymetrix [7795605] (imputed)	N
6	rs73223431	8	27227554	rs17057051	2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Crohn's disease	5,956 European ancestry cases, 14,927 European ancestry controls	14,594 European ancestry cases, 26,715 European ancestry controls, 151 Iranian ancestry cases, 342 Iranian ancestry controls, 184 Indian ancestry cases, 990 Indian ancestry controls, 1,690 East Asian ancestry cases, 3,719 East Asian ancestry controls	8p21.2	PTK2B, TRIM35, EPHX2	PTK2B			2185			rs17057051-G	rs17057051	0	17057051	intron_variant	0	0.69	2E-6	5.698970004336019	(EA)	1.0649383		Affymetrix, Illumina [~ 9000000] (imputed)	N
6	rs73223431	8	27227554	rs17057051	2016-07-24	26192919	Liu JZ	2015-07-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26192919	Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.	Inflammatory bowel disease	12,882 European ancestry cases, 21,770 European ancestry controls	25,273 European ancestry cases, 26,715 European ancestry controls, 548 Iranian ancestry cases, 342 Iranian ancestry control, 1,423 Indian ancestry cases, 990 Indian ancestry controls, 2,824 East Asian ancestry cases, 3,719 East Asian ancestry controls	8p21.2	PTK2B, TRIM35, EPHX2	PTK2B			2185			rs17057051-A	rs17057051	0	17057051	intron_variant	0	0.69	6E-8	7.221848749616356	(EA)	1.060473		Affymetrix, Illumina [~ 9000000] (imputed)	N
6	rs867230	8	27456253	rs2279590	2016-02-03	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease in APOE e4- carriers	7,184 cases, 26,968 controls	718 European ancestry cases, 1,699 European ancestry controls	8p21.1	CLU	CLU			1191			rs2279590-C	rs2279590	0	2279590	non_coding_transcript_exon_variant	0	0.6	2E-6	5.698970004336019		1.1235955	[1.08-1.18]	NR [NR]	N
6	rs9331908	8	27463618	rs9331908	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	8p21.1	NR	CLU			1191			rs9331908-?	rs9331908	0	9331908	intron_variant	0	NR	5E-8	7.301029995663981				Affymetrix [7795605] (imputed)	N
6	rs867230	8	27464519	rs11136000	2009-09-29	19734902	Harold D	2009-09-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19734902	Genome-wide association study identifies variants at CLU and PICALM associated with Alzheimer's disease.	Alzheimer's disease	3,941 European ancestry cases, 7,848 European ancestry controls	2,023 European ancestry cases, 2,340 European ancestry controls	8p21.1	CLU	CLU			1191			rs11136000-?	rs11136000	0	11136000	intron_variant	0	0.60	9E-10	9.045757490560675		1.16	[1.11-1.22]	Illumina [529205]	N
6	rs867230	8	27464929	rs4236673	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	8p21.1	NR	CLU			1191			rs4236673-?	rs4236673	0	4236673	intron_variant	0	NR	4E-25	24.397940008672037				Affymetrix [7795605] (imputed)	N
6	rs867230	8	27464929	rs4236673	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 European ancestry individuals with no parental history of Alzheimer's disease	NA	8p21.1	NR	CLU			1191			rs4236673-?	rs4236673	0	4236673	intron_variant	0	NR	1E-7	7.0				Affymetrix [7795605] (imputed)	N
6	rs867230	8	27466315	rs1532278	2011-05-24	21460841	Naj AC	2011-04-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21460841	Common variants at MS4A4/MS4A6E, CD2AP, CD33 and EPHA1 are associated with late-onset Alzheimer's disease.	Alzheimer's disease (late onset)	8,309 European ancestry cases, 7,366 European ancestry controls	10,523 European ancestry cases, 28,231 European ancestry controls	8p21.1	CLU	CLU			1191			rs1532278-?	rs1532278	0	1532278	non_coding_transcript_exon_variant	0	0.64	8E-8	7.096910013008056		1.12	[1.08-1.18]	Affymetrix, Illumina [2324889] (imputed)	N
6	rs867230	8	27466315	rs1532278	2018-04-30	28714976	Sims R	2017-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714976	Rare coding variants in PLCG2, ABI3, and TREM2 implicate microglial-mediated innate immunity in Alzheimer's disease.	Alzheimer's disease (late onset)	up to 16,097 European ancestry cases, up to 18,077 European ancestry controls	up to 20,693 European ancestry cases, up to 30,266 European ancestry controls	8p21.1	CLU	CLU			1191			rs1532278-?	rs1532278	0	1532278	non_coding_transcript_exon_variant	0	NR	6E-10	9.221848749616356		1.1177499		Illumina [241551]	N
6	rs867230	8	27466315	rs1532278	2018-09-20	29808027	Tedja MS	2018-05-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29808027	Genome-wide association meta-analysis highlights light-induced signaling as a driver for refractive error.	Spherical equivalent or myopia (age of diagnosis)	145,366 European ancestry individuals, 2,610 Erasmus Rupchen (founder/genetic isolate) individuals, 509  Talana (founder/genetic isolate) individuals, 15,044 East Asian ancestry individuals, 2,275 Malay ancestry individuals, 2,110 Indian ancestry individuals,  2,506 Asian ancestry individuals	NA	8p21.1	CLU	CLU			1191			rs1532278-T	rs1532278	0	1532278	non_coding_transcript_exon_variant	0	0.3837	1E-8	8.0		5.688	[NR] z score decrease	Affymetrix, Illumina [~ 11000000] (imputed)	N
6	rs867230	8	27467686	rs9331896	2014-04-16	24162737	Lambert JC	2013-10-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24162737	Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease.	Alzheimer's disease (late onset)	17,008 European ancestry cases, 37,154 European ancestry controls	8,572 European ancestry cases, 11,312 European ancestry controls	8p21.1	CLU	CLU			1191			rs9331896-T	rs9331896	0	9331896	intron_variant	0	0.621	3E-25	24.522878745280337		1.1628	[1.12-1.19]	Illumina [7055881] (imputed)	N
6	rs867230	8	27467686	rs9331896	2016-02-03	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease in APOE e4+ carriers	10,352 cases, 9,207 controls	1,250 European ancestry cases, 536 European ancestry controls	8p21.1	CLU	CLU			1191			rs9331896-T	rs9331896	0	9331896	intron_variant	0	0.62	3E-9	8.522878745280337		1.1904762	[1.12-1.25]	NR [NR]	N
6	rs867230	8	27467686	rs9331896	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 European ancestry individuals with no parental history of Alzheimer's disease	NA	8p21.1	NR	CLU			1191			rs9331896-?	rs9331896	0	9331896	intron_variant	0	NR	2E-7	6.698970004336019		1.0531651		Affymetrix [7795605] (imputed)	N
6	rs867230	8	27467686	rs9331896	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Maternal history of Alzheimer's disease	27,696 British ancestry cases, 260,980 British ancestry controls	NA	8p21.1	NR	CLU			1191			rs9331896-?	rs9331896	0	9331896	intron_variant	0	NR	1E-6	6.0		1.0626189	NR	Affymetrix [7795605] (imputed)	N
7	rs12416487	10	11721102	rs12358692	2017-06-27	28183528	Jun GR	2017-02-06	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/28183528	Transethnic genome-wide scan identifies novel Alzheimer's disease loci.	Alzheimer's disease	13,100 European ancestry cases, 13,220 European ancestry controls, 1,472 African American cases, 3,511 African American controls, 951 Japanese ancestry cases, 894 Japanese ancestry controls, 51 Israeli-Arab ancestry cases, 64 Israeli-Arab ancestry controls	5,813 European ancestry cases, 20,474 European ancestry controls	10p14	NR	LOC105376413, LOC105376412			105376413, 105376412			rs12358692-T	rs12358692	0	12358692	intergenic_variant	0	NR	3E-8	7.522878745280337		1.0869565	[1.04-1.12]	NR [NR]	N
8	rs11039165	11	47276675	rs11039149	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Depressed affect	357,957 European ancestry individuals	NA	11p11.2	NR	NR1H3			10062			rs11039149-G	rs11039149	0	11039149	intron_variant	0	NR	6E-14	13.221848749616356		0.01936	[0.014-0.024] unit increase	Affymetrix [10847151] (imputed)	N
8	rs11039165	11	47293799	rs10501320	2011-09-27	21873549	Strawbridge RJ	2011-08-26	Diabetes	www.ncbi.nlm.nih.gov/pubmed/21873549	Genome-wide association identifies nine common variants associated with fasting proinsulin levels and provides new insights into the pathophysiology of type 2 diabetes.	Proinsulin levels	10,701 European ancestry individuals	16,378 European ancestry individuals	11p11.2	MADD	MADD			8567			rs10501320-G	rs10501320	0	10501320	5_prime_UTR_variant	0	0.72	1E-88	88.0				Affymetrix, Illumina [~ 2500000] (imputed)	N
8	rs11039165	11	47293799	rs10501320	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Worry	348,219 European ancestry individuals	NA	11p11.2	NR	MADD			8567			rs10501320-C	rs10501320	0	10501320	5_prime_UTR_variant	0	NR	3E-11	10.522878745280337		0.01791	[0.013-0.023] unit increase	Affymetrix [10847151] (imputed)	N
8	rs11039165	11	47336320	rs7944584	2010-02-28	20081858	Dupuis J	2010-01-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20081858	New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.	Fasting blood glucose	46,186 European ancestry individuals	76,558 European ancestry individuals	11p11.2	MADD	MADD			8567			rs7944584-A	rs7944584	0	7944584	intron_variant	0	0.75	2E-18	17.69897000433602		0.021	[0.015-0.027] mmol/L increase (replication)	Affymetrix, Illumina [~ 2500000] (imputed)	N
8	rs11039165	11	47336320	rs7944584	2012-08-15	22581228	Manning AK	2012-05-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22581228	A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.	Fasting blood glucose (BMI interaction)	Up to 58,074 European ancestry individuals	Up tp 38,422 European ancestry individuals	11p11.2	MADD	MADD			8567			rs7944584-A	rs7944584	0	7944584	intron_variant	0	0.7264	4E-12	11.397940008672037		9.0E-4	[-0.00058-0.00238] unit decrease	Affymetrix, Illumina [~ 2400000] (imputed)	N
8	rs11039165	11	47336320	rs7944584	2018-01-25	22581228	Manning AK	2012-05-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22581228	A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.	Fasting blood glucose	Up to 58,074 European ancestry individuals	Up tp 38,422 European ancestry individuals	11p11.2	MADD	MADD			8567			rs7944584-A	rs7944584	0	7944584	intron_variant	0	0.7262	4E-13	12.397940008672037		0.0253	[0.018-0.032] unit increase	Affymetrix, Illumina [~ 2400000] (imputed)	N
8	rs11039165	11	47346723	rs11039182	2016-11-25	26831199	Pattaro C	2016-01-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26831199	Genetic associations at 53 loci highlight cell types and biological pathways relevant for kidney function.	Chronic kidney disease	12,385 European ancestry cases, 104,780 European ancestry controls	33,972 European ancestry individuals	11p11.2	MADD	MADD			8567			rs11039182-T	rs11039182	0	11039182	intron_variant	0	0.7	3E-6	5.522878745280337		0.0678	[0.040-0.096] unit decrease	Affymetrix, Illumina [~ 2500000] (imputed)	N
8	rs11039165	11	47346723	rs11039182	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Neuroticism	449,484 European ancestry individuals	NA	11p11.2	NR	MADD			8567			rs11039182-T	rs11039182	0	11039182	intron_variant	0	NR	5E-14	13.301029995663981		7.522	z score decrease	Affymetrix [10847151] (imputed)	N
8	rs3824869	11	47346940	rs11039183	2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	11p11.2	NR	MADD			8567			rs11039183-A	rs11039183	0	11039183	intron_variant	0	0.3501	6E-6	5.221848749616356	(EA)	0.0301	[0.017-0.043] unit decrease	Illumina [~ 11800000] (imputed)	N
8	rs3824869	11	47378396	rs10769256	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Worry	348,219 European ancestry individuals	NA	11p11.2	NR	SPI1			6688			rs10769256-T	rs10769256	0	10769256	intron_variant	0	NR	7E-9	8.154901959985743		0.01416	[0.0094-0.0189] unit increase	Affymetrix [10847151] (imputed)	N
8	rs3740688	11	47380340	rs3740688	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	11p11.2	NR	SPI1			6688			rs3740688-?	rs3740688	0	3740688	missense_variant	0	NR	5E-8	7.301029995663981				Affymetrix [7795605] (imputed)	N
8	rs3740688	11	47380340	rs3740688	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Worry	348,219 European ancestry individuals	NA	11p11.2	NR	SPI1			6688			rs3740688-G	rs3740688	0	3740688	missense_variant	0	NR	2E-8	7.698970004336019		0.01346	[0.0088-0.0182] unit decrease	Affymetrix [10847151] (imputed)	N
8	rs67472071	11	47393638	rs4992357	2018-09-17	29844566	Davies G	2018-05-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29844566	Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.	General cognitive ability	up to 300,486 European ancestry individuals	NA	11p11.2	NR	SPI1			6688			rs4992357-?	rs4992357	0	4992357	intron_variant	0	NR	2E-7	6.698970004336019		5.215	z-score decrease	Affymetrix, Illumina [at least 2500000] (imputed)	N
