ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000130201	EXOC3L2	19	45715879	45737469	-1	protein_coding	90332	EXOC3L2	0.925564031557031	NA	972	30	0	rs11881756;rs79638902;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;rs186110295;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000104879	CKM	19	45809672	45826235	-1	protein_coding	1158	CKM	0.00505058616928749	0.03849229	807	30	0	rs139246905;chr19:45311305:D;rs140824606;rs73048258;rs2967668;rs28399607;rs41290120;rs62117160;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000104892	KLC3	19	45836692	45854778	1	protein_coding	147700	KLC3	3.15849310261577e-06	NA	742	30	0	rs2972555;rs4802238;chr19:45356752:I;rs10407439;rs12691088;rs28399664;rs7249933;rs1871046;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs41290120;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000268341	L47234.1	19	45842445	45842639	1	protein_coding	NA	NA	NA	NA	712	30	0	rs7249933;rs55840414;rs149661872;chr19:45356752:I;rs4802238;rs2972566;rs111371860;rs1871046;rs12974942;rs77241309;rs12691088;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs41290120;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000104884	ERCC2	19	45853095	45874176	-1	protein_coding	2068	ERCC2	3.14163491830693e-13	-0.123245341	680	30	0	rs1871046;rs57537848;rs2972566;rs149661872;rs71364511;chr19:45356752:I;chr19:45371685:I;rs2972558;rs4802238;rs10410835;rs7249933;rs406315;rs365653;rs138607350;rs12691088;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs41290120;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000104881	PPP1R13L	19	45882892	45909607	-1	protein_coding	10848	PPP1R13L	0.00265401837731973	-0.293274669	566	30	0	rs3852861;rs11673139;rs3112439;rs150639620;rs406315;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs112422902;rs76692773;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs12691088;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;rs41290108;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000117877	CD3EAP	19	45909467	45914024	1	protein_coding	10849	CD3EAP	5.68877488151799e-05	1.568549218	491	30	0	rs7256200;chr19:45406538:I;rs59325138;rs814573;rs7412;rs77301115;rs76692773;rs72654472;rs157595;rs1064725;rs72654437;rs72654445;rs12691088;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;rs41290108;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000012061	ERCC1	19	45910591	45982086	-1	protein_coding	2067	ERCC1	0.000286883321902936	-0.011078743	489	30	0	rs7256200;rs814573;rs7412;rs77301115;rs76692773;rs72654472;rs157595;rs1064725;rs72654437;rs59325138;rs72654445;rs12691088;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;rs41290108;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000125740	FOSB	19	45971253	45978437	1	protein_coding	2354	FOSB	0.852916176747718	-1.205388313	334	23.7	1.041e-25	rs117316645;rs73045691;rs10775543;rs1132899;rs2376866;rs143674704;rs117261169;rs79429216;rs35194062;rs35194383;rs28809016;rs147188206;rs75178253;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12721109;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000125744	RTN2	19	45988547	46000319	-1	protein_coding	6253	RTN2	0.636179982447555	NA	287	23.7	1.041e-25	rs117316645;rs73045691;rs117261169;rs1132899;rs10775543;rs2376866;rs79429216;rs35194062;rs35194383;rs28809016;rs147188206;rs75178253;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12721109;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000213889	PPM1N	19	45992035	46005768	1	protein_coding	147699	PPM1N	0.000104897385207125	-0.142647997	279	23.7	1.041e-25	rs1132899;rs73045691;rs117316645;rs10775543;rs2376866;rs79429216;rs35194062;rs35194383;rs28809016;rs147188206;rs75178253;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12721109;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000125753	VASP	19	46009837	46030241	1	protein_coding	7408	VASP	0.583670616080661	-0.335330773	250	23.7	1.041e-25	rs35194383;rs28809016;rs147188206;rs75178253;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12721109;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000125741	OPA3	19	46030685	46105470	-1	protein_coding	80207	OPA3	0.00412066593618986	-0.066661608	215	23.7	3.325e-24	chr19:45531618:D;rs1968449;rs112481437;rs147188206;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12721109;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000177464	GPR4	19	46093022	46105466	-1	protein_coding	2828	GPR4	0.165986421627129	-0.166011184	176	23.7	3.325e-24	rs17643262;rs150685845;rs12461065;rs75463276;rs12721109;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000125746	EML2	19	46110252	46148887	-1	protein_coding	24139	EML2	7.57699496433696e-10	0.190257397	172	23.7	3.325e-24	rs17643262;rs150685845;rs75463276;rs12721109;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000267757	C19orf83	19	46144752	46146098	1	protein_coding	100287177	C19orf83	NA	NA	155	23.7	8.275e-23	rs17643262;rs12721109;rs150685845;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000010310	GIPR	19	46171502	46186982	1	protein_coding	2696	GIPR	2.5408335570195e-22	-0.675671019	147	23.7	2.961e-21	rs17643262;rs150685845;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000125743	SNRPD2	19	46190712	46195827	-1	protein_coding	6633	SNRPD2	0.747515256284436	-0.475801412	140	23.7	8.203e-15	rs17643262;rs12460985;rs150685845;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000011478	QPCTL	19	46195741	46207247	1	protein_coding	54814	QPCTL	0.000261539862441849	-0.638078993	131	23.7	8.203e-15	rs150685845;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000177051	FBXO46	19	46213887	46234162	-1	protein_coding	23403	FBXO46	0.876437042044124	0.090543664	96	23.7	1.293e-14	rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000237452	AC074212.3	19	46236509	46267792	1	protein_coding	388553	BHMG1	0.376320934323438	NA	1	0.422	9.04e-12	rs144645090	14
ENSG00000177045	SIX5	19	46268043	46272484	-1	protein_coding	147912	SIX5	0.310828642912358	-0.397728387	1	0.422	9.04e-12	rs144645090	14
ENSG00000104936	DMPK	19	46272975	46285810	-1	protein_coding	1760	DMPK	0.0330811788641306	-0.863937292	1	0.422	9.04e-12	rs144645090	14
ENSG00000268434	AC011530.4	19	46282695	46289231	-1	protein_coding	NA	NA	NA	NA	1	0.422	9.04e-12	rs144645090	14
ENSG00000185800	DMWD	19	46286205	46296060	-1	protein_coding	1762	DMWD	0.00790211300454926	-0.221831314	1	0.422	9.04e-12	rs144645090	14
ENSG00000104941	RSPH6A	19	46298968	46318577	-1	protein_coding	81492	RSPH6A	2.54884442731765e-08	NA	1	0.422	9.04e-12	rs144645090	14
