GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000223474	1	26145212	26147288	9	4	455258	-1.0991	0.86414	AL020996.1
ENSG00000127423	1	26158414	26185903	85	5	455258	-0.37908	0.64768	AUNIP
ENSG00000182749	1	26187701	26197744	17	4	455258	-0.6844	0.75314	PAQR7
ENSG00000117632	1	26210672	26233482	43	10	455258	0.19199	0.42388	STMN1
ENSG00000158006	1	26286258	26324648	101	9	455258	-0.50077	0.69174	PAFAH2
ENSG00000158008	1	26346375	26362955	46	15	455258	-0.47302	0.6819	EXTL1
ENSG00000158014	1	26363743	26372624	21	4	455258	0.52791	0.29878	SLC30A2
ENSG00000158022	1	26377795	26394927	53	10	455258	0.048945	0.48048	TRIM63
ENSG00000175087	1	26437664	26452034	42	4	455258	0.5823	0.28018	PDIK1L
ENSG00000197245	1	26485511	26489119	13	6	455258	-1.8599	0.96855	FAM110D
ENSG00000142684	1	26496362	26498551	12	4	455258	0.29682	0.3833	ZNF593
ENSG00000142675	1	26503894	26516377	34	11	455258	0.82791	0.20386	CNKSR1
ENSG00000188782	1	26517052	26529459	82	15	455258	-0.88489	0.81189	CATSPER4
ENSG00000130695	1	26560691	26605299	160	15	455258	-0.25254	0.59969	CEP85
ENSG00000142669	1	26605667	26608007	6	3	455258	-0.8362	0.79848	SH3BGRL3
ENSG00000158062	1	26607819	26644854	149	14	455258	-0.40575	0.65754	UBXN11
ENSG00000169442	1	26644448	26647014	13	3	455258	-0.3251	0.62745	CD52
ENSG00000176092	1	26648350	26680621	111	18	455258	1.7566	0.039489	AIM1L
ENSG00000176083	1	26688125	26701013	58	11	455258	-0.75628	0.77526	ZNF683
ENSG00000131914	1	26737269	26756213	48	16	455258	0.2483	0.40195	LIN28A
ENSG00000117682	1	26758773	26797785	74	18	455258	0.30595	0.37982	DHDDS
ENSG00000198830	1	26798941	26802463	6	3	455258	0.18116	0.42812	HMGN2
ENSG00000117676	1	26856252	26901521	109	15	455258	1.4811	0.069288	RPS6KA1
ENSG00000117713	1	27022524	27108595	148	13	455258	0.029265	0.48833	ARID1A
ENSG00000060642	1	27113963	27124889	16	5	455258	-0.22871	0.59045	PIGV
ENSG00000204160	1	27153201	27184093	59	11	455258	-0.36597	0.64281	ZDHHC18
ENSG00000175793	1	27189633	27190947	1	1	455258	0.080047	0.4681	SFN
ENSG00000142751	1	27202624	27216788	24	5	455258	-0.11582	0.5461	GPN2
ENSG00000198746	1	27216979	27226957	16	7	455258	0.13062	0.44804	GPATCH3
ENSG00000090273	1	27226729	27273353	105	18	455258	0.38553	0.34992	NUDC
ENSG00000131910	1	27237980	27240457	5	2	455258	0.96283	0.16782	NR0B2
ENSG00000175707	1	27276053	27286897	19	7	455258	0.77427	0.21939	C1orf172
ENSG00000253368	1	27320198	27327389	9	4	455258	0.63864	0.26153	TRNP1
ENSG00000158246	1	27331511	27339327	10	2	455258	-0.17471	0.56935	FAM46B
ENSG00000090020	1	27425306	27493472	102	12	455258	-0.94641	0.82803	SLC9A1
ENSG00000142784	1	27561007	27635110	120	16	455258	-1.2592	0.89602	WDTC1
ENSG00000186501	1	27648651	27662891	38	11	455258	-0.96155	0.83186	TMEM222
ENSG00000142765	1	27668513	27680421	32	9	455258	-2.1121	0.98266	SYTL1
ENSG00000142733	1	27681675	27693383	29	9	455258	-0.94455	0.82756	MAP3K6
ENSG00000142748	1	27695603	27701315	15	10	455258	-1.0367	0.85007	FCN3
ENSG00000174950	1	27705666	27709870	6	2	455258	0.33377	0.36928	CD164L2
ENSG00000181773	1	27719148	27722318	4	2	455258	-0.28175	0.61093	GPR3
ENSG00000158195	1	27730730	27816669	182	16	455258	-0.59763	0.72496	WASF2
ENSG00000126705	1	27860546	27930942	91	15	455258	-0.60155	0.72626	AHDC1
ENSG00000000938	1	27938575	27961788	52	10	455258	-0.88963	0.81317	FGR
ENSG00000126709	1	27992572	27998729	17	5	455258	0.48945	0.31226	IFI6
ENSG00000009780	1	28052490	28089633	80	5	455258	-1.0544	0.85415	FAM76A
ENSG00000117758	1	28099694	28150963	112	13	455258	-0.59497	0.72407	STX12
ENSG00000117751	1	28157289	28178187	35	8	455258	-1.0899	0.86213	PPP1R8
ENSG00000130775	1	28199055	28213196	56	11	455258	-0.07551	0.5301	THEMIS2
ENSG00000117748	1	28218035	28241257	77	9	455258	0.17562	0.4303	RPA2
ENSG00000130768	1	28261504	28285668	90	16	455258	0.065435	0.47391	SMPDL3B
ENSG00000158156	1	28285973	28294607	28	11	455258	0.07617	0.46964	XKR8
ENSG00000158161	1	28296855	28415207	413	33	455258	-0.20559	0.58145	EYA3
ENSG00000169403	1	28473677	28520447	80	23	455258	-1.4661	0.92869	PTAFR
ENSG00000126698	1	28525967	28559536	106	14	455258	-1.757	0.96054	DNAJC8
ENSG00000130770	1	28562620	28573417	45	5	455258	-1.1899	0.88296	ATPIF1
ENSG00000130766	1	28586038	28609002	64	15	455258	-0.94306	0.82717	SESN2
ENSG00000130772	1	28655513	28662476	9	5	455258	-0.032486	0.51296	MED18
ENSG00000204138	1	28696114	28826881	460	15	455258	-0.54581	0.7074	PHACTR4
ENSG00000180198	1	28832455	28865812	102	14	455258	-1.1149	0.86754	RCC1
ENSG00000180098	1	28879597	28905051	61	13	455258	-0.7976	0.78745	TRNAU1AP
ENSG00000120656	1	28915835	28969597	113	21	455258	-0.83454	0.79801	TAF12
ENSG00000188060	1	28918712	28921955	9	5	455258	-0.95506	0.83023	RAB42
ENSG00000162419	1	28995244	29045865	87	11	455258	-0.11251	0.54479	GMEB1
ENSG00000198492	1	29063133	29096287	81	13	455258	-1.2344	0.89148	YTHDF2
ENSG00000116329	1	29138654	29190208	192	25	455258	-0.030916	0.51233	OPRD1
ENSG00000159023	1	29213603	29446553	608	35	455258	0.83358	0.20226	EPB41
ENSG00000253304	1	29445940	29450447	13	4	455258	0.14796	0.44119	TMEM200B
ENSG00000116350	1	29474255	29508499	84	19	455258	1.5782	0.057254	SRSF4
ENSG00000116353	1	29519385	29557454	113	20	455258	1.3729	0.084889	MECR
ENSG00000060656	1	29563028	29653325	278	36	455258	0.036908	0.48528	PTPRU
ENSG00000162510	1	31184124	31196434	45	6	455258	1.5568	0.059756	MATN1
ENSG00000162511	1	31205316	31230667	72	23	455258	3.9485	3.9316e-05	LAPTM5
ENSG00000162512	1	31342314	31381608	120	37	455258	1.4182	0.078059	SDC3
ENSG00000134644	1	31404353	31538838	401	29	455258	0.19845	0.42135	PUM1
ENSG00000084628	1	31652592	31712401	280	17	455258	0.042416	0.48308	NKAIN1
ENSG00000060688	1	31732417	31769662	122	10	455258	-0.17709	0.57028	SNRNP40
ENSG00000121766	1	31769842	31837783	199	15	455258	-0.55632	0.71101	ZCCHC17
ENSG00000121769	1	31838472	31849697	27	11	455258	-0.22519	0.58909	FABP3
ENSG00000168528	1	31882412	31907525	87	12	455258	-1.0546	0.8542	SERINC2
ENSG00000268950	1	31902192	31902614	2	1	455258	-0.78569	0.78397	AC114494.1
ENSG00000142910	1	32042116	32053288	15	8	455258	1.3041	0.096094	TINAGL1
ENSG00000121764	1	32083287	32098119	36	5	455258	0.98545	0.1622	HCRTR1
ENSG00000162517	1	32095463	32110497	26	4	455258	1.0686	0.14263	PEF1
ENSG00000084636	1	32117848	32169920	127	26	455258	1.7024	0.044337	COL16A1
ENSG00000121753	1	32192718	32230494	86	14	455258	1.9434	0.025985	BAI2
ENSG00000134668	1	32256023	32281652	70	17	455258	1.9337	0.026576	SPOCD1
ENSG00000184007	1	32372022	32410457	64	14	455258	0.31727	0.37552	PTP4A2
ENSG00000212673	1	32379174	32380745	2	1	455258	1.0846	0.13904	AL136115.1
ENSG00000121774	1	32479430	32526451	45	27	455258	0.50897	0.30539	KHDRBS1
ENSG00000121775	1	32537632	32568467	55	10	455258	-0.53408	0.70336	TMEM39B
ENSG00000025800	1	32573639	32642169	107	15	455258	-0.52733	0.70102	KPNA6
ENSG00000084652	1	32645287	32663886	36	9	455258	-0.51182	0.69561	TXLNA
ENSG00000160050	1	32665987	32670988	5	3	455258	-0.027914	0.51113	CCDC28B
ENSG00000160051	1	32671236	32674288	6	2	455258	-0.5924	0.72321	IQCC
ENSG00000222046	1	32674695	32681797	16	8	455258	-0.69779	0.75735	DCDC2B
ENSG00000160055	1	32680073	32687972	15	6	455258	-0.222	0.58784	TMEM234
ENSG00000084623	1	32687529	32697205	15	3	455258	-1.0923	0.86264	EIF3I
ENSG00000183615	1	32712834	32714457	2	1	455258	0.393	0.34716	FAM167B
ENSG00000182866	1	32716840	32751766	58	22	455258	0.30244	0.38116	LCK
ENSG00000116478	1	32757687	32799236	52	17	455258	-1.1325	0.87129	HDAC1
ENSG00000162526	1	32817122	32829913	15	4	455258	-0.24122	0.59531	TSSK3
ENSG00000225828	1	32826871	32829879	2	1	455258	0.036912	0.48528	FAM229A
ENSG00000160058	1	32830704	32860332	36	15	455258	-0.42969	0.66629	BSDC1
ENSG00000254553	1	32930658	33066393	358	16	455258	-0.85754	0.80443	RP1-27O5.3
ENSG00000273274	1	32930670	32962287	40	12	455258	-0.39914	0.6551	ZBTB8B
ENSG00000160062	1	33005028	33071540	206	13	455258	-0.66041	0.74551	ZBTB8A
ENSG00000176261	1	33065773	33116504	157	12	455258	0.91942	0.17894	ZBTB8OS
ENSG00000162521	1	33116743	33151812	98	6	455258	1.0089	0.15651	RBBP4
ENSG00000162520	1	33145507	33169197	59	5	455258	1.0654	0.14335	SYNC
ENSG00000162522	1	33207486	33240571	65	19	455258	-1.054	0.85405	KIAA1522
ENSG00000134684	1	33240840	33283754	96	14	455258	-1.2597	0.89611	YARS
ENSG00000116497	1	33282368	33324476	93	19	455258	-0.62184	0.73298	S100PBP
ENSG00000160097	1	33327869	33338083	15	5	455258	-0.54903	0.70851	FNDC5
ENSG00000121905	1	33351595	33364042	25	8	455258	1.244	0.10675	HPCA
ENSG00000121900	1	33360195	33367039	15	5	455258	0.94481	0.17238	TMEM54
ENSG00000116514	1	33402046	33430286	73	12	455258	-0.75194	0.77396	RNF19B
ENSG00000267885	1	33439268	33439642	1	1	455258	-0.34646	0.6355	FKSG48
ENSG00000004455	1	33473585	33546597	164	18	455258	1.7827	0.037316	AK2
ENSG00000142920	1	33546705	33586131	76	19	455258	1.1502	0.12503	ADC
ENSG00000116525	1	33611003	33647660	107	10	455258	1.123	0.13071	TRIM62
ENSG00000160094	1	33722146	33766320	98	16	455258	-0.74045	0.77049	ZNF362
ENSG00000184389	1	33772367	33786699	54	13	455258	-0.60819	0.72847	A3GALT2
ENSG00000134686	1	33789224	33896653	363	27	455258	0.25529	0.39925	PHC2
ENSG00000121903	1	33938246	33962107	65	10	455258	-0.93887	0.8261	ZSCAN20
ENSG00000121904	1	33979609	34631443	2221	193	455258	2.226	0.013008	CSMD2
ENSG00000176256	1	34326076	34330392	11	6	455258	-0.55713	0.71128	HMGB4
ENSG00000142698	1	34632484	34684732	243	39	455258	-0.057835	0.52306	C1orf94
ENSG00000163866	1	35178338	35325417	602	75	455258	-0.45286	0.67468	SMIM12
ENSG00000189280	1	35220648	35224113	8	3	455258	0.0086979	0.49653	GJB5
ENSG00000189433	1	35225342	35229325	18	9	455258	-0.7577	0.77568	GJB4
ENSG00000188910	1	35246790	35251970	18	6	455258	-0.15075	0.55991	GJB3
ENSG00000187513	1	35258599	35261348	13	4	455258	1.7038	0.044213	GJA4
ENSG00000116544	1	35331037	35395186	124	36	455258	0.77933	0.21789	DLGAP3
ENSG00000271741	1	35447134	35497342	125	7	455258	1.3724	0.084965	RP11-244H3.4
ENSG00000243749	1	35447136	35450954	10	2	455258	1.2236	0.11055	ZMYM6NB
ENSG00000163867	1	35449523	35497569	119	7	455258	1.3664	0.085914	ZMYM6
ENSG00000197056	1	35525387	35581460	105	14	455258	0.59597	0.2756	ZMYM1
ENSG00000116560	1	35641979	35658749	48	6	455258	-0.71805	0.76364	SFPQ
ENSG00000146463	1	35734568	35887659	279	21	455258	2.2599	0.011914	ZMYM4
ENSG00000142687	1	35899091	36023551	204	26	455258	1.0036	0.15779	KIAA0319L
ENSG00000020129	1	36023074	36032875	16	5	455258	1.9068	0.028276	NCDN
ENSG00000116819	1	36038971	36060929	46	14	455258	0.60537	0.27247	TFAP2E
ENSG00000126067	1	36067185	36107445	86	11	455258	0.11563	0.45397	PSMB2
ENSG00000142686	1	36179476	36185073	9	4	455258	0.31354	0.37694	C1orf216
ENSG00000092853	1	36185819	36235568	69	11	455258	-0.5318	0.70257	CLSPN
ENSG00000134698	1	36273773	36323491	77	17	455258	-0.36113	0.641	AGO4
ENSG00000092847	1	36335409	36395211	91	18	455258	-1.2018	0.88528	AGO1
ENSG00000126070	1	36396319	36538101	191	23	455258	-1.3585	0.91284	AGO3
ENSG00000092850	1	36549676	36553876	7	4	455258	0.21376	0.41537	TEKT2
ENSG00000116863	1	36554476	36559533	4	2	455258	-0.3651	0.64248	ADPRHL2
ENSG00000171812	1	36560837	36590821	82	15	455258	-0.82752	0.79603	COL8A2
ENSG00000054116	1	36602173	36615098	31	6	455258	-0.56369	0.71352	TRAPPC3
ENSG00000116871	1	36621180	36646450	50	11	455258	-1.3202	0.90662	MAP7D1
ENSG00000054118	1	36690017	36770958	119	14	455258	1.3939	0.081678	THRAP3
ENSG00000214193	1	36771988	36790484	28	8	455258	1.5411	0.06165	SH3D21
ENSG00000142694	1	36787632	36789755	4	2	455258	0.34229	0.36607	EVA1B
ENSG00000116883	1	36789335	36794822	18	6	455258	1.8996	0.028743	RP11-268J15.5
ENSG00000196182	1	36805225	36851497	73	12	455258	1.8869	0.029588	STK40
ENSG00000181817	1	36856839	36863493	41	6	455258	0.97757	0.16414	LSM10
ENSG00000116885	1	36881428	36916086	174	11	455258	0.16281	0.43533	OSCP1
ENSG00000116898	1	36921319	36930038	51	10	455258	0.56332	0.28661	MRPS15
ENSG00000119535	1	36931644	36948879	52	13	455258	-0.73253	0.76808	CSF3R
ENSG00000163873	1	37261128	37499730	587	64	455258	-0.22424	0.58872	GRIK3
ENSG00000163874	1	37940153	37949980	20	9	455258	-0.10876	0.5433	ZC3H12A
ENSG00000163875	1	37958176	37980375	82	16	455258	1.1597	0.12309	MEAF6
ENSG00000163877	1	38000050	38019903	58	14	455258	0.52667	0.29921	SNIP1
ENSG00000163879	1	38022520	38032458	37	11	455258	-0.26129	0.60307	DNALI1
ENSG00000134697	1	38032417	38061536	80	16	455258	0.85454	0.1964	GNL2
ENSG00000169218	1	38076951	38100595	80	17	455258	-0.17476	0.56937	RSPO1
ENSG00000116922	1	38147242	38157914	42	5	455258	0.099471	0.46038	C1orf109
ENSG00000134690	1	38158090	38175391	59	11	455258	0.040242	0.48395	CDCA8
ENSG00000183317	1	38179552	38230805	229	27	455258	-0.67573	0.7504	EPHA10
ENSG00000185090	1	38259474	38266809	7	4	455258	0.18154	0.42797	MANEAL
ENSG00000196449	1	38268616	38273857	12	4	455258	-0.22305	0.58825	YRDC
ENSG00000197982	1	38272651	38275126	2	1	455258	1.0582	0.14499	C1orf122
ENSG00000188786	1	38275239	38325292	90	17	455258	-1.6802	0.95354	MTF1
ENSG00000230610	1	38292232	38293886	2	1	455258	-0.31273	0.62276	AL929472.1
ENSG00000204084	1	38326369	38412729	213	27	455258	-1.2935	0.90208	INPP5B
ENSG00000183431	1	38422647	38456593	107	13	455258	-0.29029	0.6142	SF3A3
ENSG00000183386	1	38462442	38471278	19	9	455258	-0.9732	0.83477	FHL3
ENSG00000183520	1	38474930	38490496	34	15	455258	-0.55403	0.71022	UTP11L
ENSG00000185668	1	38509523	38512450	5	3	455258	-0.44324	0.6712	POU3F1
ENSG00000116954	1	39303870	39325495	69	16	455258	-1.4556	0.92725	RRAGC
ENSG00000214114	1	39328636	39347289	62	13	455258	-1.4193	0.9221	MYCBP
ENSG00000131233	1	39330175	39347289	61	12	455258	-1.44	0.92507	GJA9
ENSG00000158315	1	39351479	39407471	236	36	455258	-1.5213	0.9359	RHBDL2
ENSG00000174574	1	39456895	39471731	59	8	455258	0.25927	0.39771	AKIRIN1
ENSG00000168653	1	39491990	39500308	41	7	455258	-0.46828	0.68021	NDUFS5
ENSG00000127603	1	39546988	39952849	1054	40	455258	0.73392	0.2315	MACF1
ENSG00000255103	1	39876151	39882154	15	7	455258	1.1402	0.1271	KIAA0754
ENSG00000183682	1	39957318	39991607	111	25	455258	1.085	0.13896	BMP8A
ENSG00000090621	1	40026488	40042462	45	14	455258	0.3215	0.37392	PABPC4
ENSG00000163909	1	40089825	40105617	43	17	455258	-0.27874	0.60978	HEYL
ENSG00000116981	1	40124793	40137710	22	8	455258	-0.39192	0.65244	NT5C1A
ENSG00000116983	1	40144320	40157361	78	14	455258	0.19392	0.42312	HPCAL4
ENSG00000084072	1	40157854	40229586	226	42	455258	-1.2652	0.89711	PPIE
ENSG00000116985	1	40222854	40254533	128	20	455258	-0.27814	0.60955	BMP8B
ENSG00000043514	1	40306723	40349183	150	20	455258	3.5261	0.00021088	TRIT1
ENSG00000116990	1	40361098	40367928	20	10	455258	3.5739	0.00017585	MYCL
ENSG00000168389	1	40420802	40435638	17	9	455258	2.9574	0.0015511	MFSD2A
ENSG00000131236	1	40505905	40538321	136	11	455258	-0.68687	0.75392	CAP1
ENSG00000131238	1	40538379	40563375	107	13	455258	-0.23795	0.59404	PPT1
ENSG00000117000	1	40627045	40706593	123	23	455258	1.1222	0.13089	RLF
ENSG00000188800	1	40711619	40717363	9	5	455258	-0.56981	0.7156	TMCO2
ENSG00000084073	1	40723779	40759856	58	14	455258	1.4769	0.06985	ZMPSTE24
ENSG00000049089	1	40766159	40783488	74	12	455258	-1.3034	0.90379	COL9A2
ENSG00000084070	1	40810522	40888998	225	41	455258	-1.8329	0.96659	SMAP2
ENSG00000187801	1	40915774	40929390	55	18	455258	0.22902	0.40943	ZFP69B
ENSG00000187815	1	40942887	40962015	59	12	455258	1.0539	0.14596	ZFP69
ENSG00000164002	1	40974413	40982228	35	9	455258	0.5443	0.29312	EXO5
ENSG00000117010	1	40997233	41013841	65	11	455258	0.87433	0.19097	ZNF684
ENSG00000117016	1	41086351	41131329	146	25	455258	3.1651	0.00077514	RIMS3
ENSG00000066136	1	41157320	41237275	251	26	455258	2.1948	0.014089	NFYC
ENSG00000117013	1	41249684	41306124	210	47	455258	0.56994	0.28436	KCNQ4
ENSG00000179862	1	41326729	41328018	9	2	455258	-0.61316	0.73012	CITED4
ENSG00000171793	1	41445007	41478235	111	25	455258	-0.43069	0.66665	CTPS1
ENSG00000171790	1	41481269	41488909	33	10	455258	-0.079368	0.53163	SLFNL1
ENSG00000010803	1	41492872	41707826	662	28	455258	-0.99382	0.83985	SCMH1
ENSG00000204060	1	41827594	41849262	73	17	455258	-0.12741	0.55069	FOXO6
ENSG00000127129	1	41944446	41950344	19	6	455258	0.10271	0.4591	EDN2
ENSG00000127124	1	41972036	42501596	1789	89	455258	-0.73221	0.76798	HIVEP3
ENSG00000044012	1	42619092	42621495	9	5	455258	0.25251	0.40032	GUCA2B
ENSG00000197273	1	42628362	42630389	5	3	455258	0.19175	0.42397	GUCA2A
ENSG00000198815	1	42642210	42801548	356	21	455258	-0.039944	0.51593	FOXJ3
ENSG00000177181	1	42846466	42888249	167	11	455258	-1.2012	0.88516	RIMKLA
ENSG00000066185	1	42896000	42921938	101	11	455258	-0.94869	0.82861	ZMYND12
ENSG00000127125	1	42921788	42939056	43	8	455258	-1.0003	0.84141	PPCS
ENSG00000186409	1	42929001	43120335	710	29	455258	-1.0974	0.86378	CCDC30
ENSG00000171960	1	43124096	43142429	35	9	455258	0.29222	0.38506	PPIH
ENSG00000065978	1	43148098	43168020	53	16	455258	0.8581	0.19542	YBX1
ENSG00000164007	1	43198764	43205925	21	7	455258	0.36936	0.35593	CLDN19
ENSG00000117385	1	43212006	43232755	53	15	455258	-0.10477	0.54172	LEPRE1
ENSG00000164008	1	43232940	43263968	71	19	455258	0.19087	0.42431	C1orf50
ENSG00000177868	1	43272723	43282954	34	11	455258	0.9617	0.1681	CCDC23
ENSG00000164010	1	43282795	43310660	67	21	455258	-0.21862	0.58653	ERMAP
ENSG00000164011	1	43312280	43318148	9	4	455258	0.58067	0.28073	ZNF691
ENSG00000117394	1	43391052	43424530	149	20	455258	-0.37719	0.64698	SLC2A1
ENSG00000186973	1	43610824	43622067	61	12	455258	0.21392	0.41531	FAM183A
ENSG00000117395	1	43629846	43736607	493	41	455258	-0.14928	0.55933	EBNA1BP2
ENSG00000243710	1	43637820	43720029	394	33	455258	-0.36138	0.64109	WDR65
ENSG00000179178	1	43735665	43739673	9	5	455258	0.16279	0.43534	TMEM125
ENSG00000253313	1	43747554	43751288	6	3	455258	0.72193	0.23517	C1orf210
ENSG00000066056	1	43766664	43788779	34	5	455258	-1.494	0.93242	TIE1
ENSG00000117400	1	43803478	43818443	17	5	455258	-1.4198	0.92217	MPL
ENSG00000117399	1	43824626	43828874	8	5	455258	-1.0009	0.84156	CDC20
ENSG00000066322	1	43829068	43833696	8	5	455258	-1.719	0.95719	ELOVL1
ENSG00000159479	1	43849588	43855479	5	3	455258	-0.57198	0.71633	MED8
ENSG00000198198	1	43855553	43918321	115	14	455258	-0.64471	0.74044	SZT2
ENSG00000178922	1	43916824	43919660	7	4	455258	-0.47266	0.68177	HYI
ENSG00000142949	1	43990858	44089343	335	31	455258	-0.63983	0.73886	PTPRF
ENSG00000066135	1	44115829	44171186	126	24	455258	-0.75294	0.77426	KDM4A
ENSG00000126091	1	44171495	44396831	714	34	455258	-0.71763	0.76351	ST3GAL3
ENSG00000117407	1	44398992	44402913	10	4	455258	-0.076223	0.53038	ARTN
ENSG00000117408	1	44412611	44433694	34	6	455258	-0.71017	0.7612	IPO13
ENSG00000132768	1	44435672	44439041	3	1	455258	-1.5057	0.93392	DPH2
ENSG00000117410	1	44440159	44443967	9	4	455258	0.45131	0.32588	ATP6V0B
ENSG00000117411	1	44444615	44456840	25	9	455258	-0.86548	0.80661	B4GALT2
ENSG00000159214	1	44457031	44462200	9	4	455258	-0.070648	0.52816	CCDC24
ENSG00000196517	1	44457172	44497139	108	25	455258	-1.085	0.86104	SLC6A9
ENSG00000171872	1	44584522	44600812	68	17	455258	-0.32612	0.62783	KLF17
ENSG00000178028	1	44679127	44686353	20	10	455258	-0.50514	0.69327	DMAP1
ENSG00000117419	1	44686742	44820932	309	31	455258	-0.53922	0.70513	ERI3
ENSG00000187147	1	44870866	45117396	862	92	455258	-0.43498	0.66821	RNF220
ENSG00000126106	1	45100910	45140227	133	16	455258	-0.97398	0.83497	TMEM53
ENSG00000198520	1	45140364	45191263	133	40	455258	0.37775	0.35281	C1orf228
ENSG00000142945	1	45205490	45233439	79	14	455258	1.5688	0.058352	KIF2C
ENSG00000142937	1	45240923	45244451	11	7	455258	0.8824	0.18878	RPS8
ENSG00000142959	1	45249257	45253377	2	1	455258	2.3742	0.0087938	BEST4
ENSG00000173846	1	45265897	45271662	15	5	455258	2.0635	0.01953	PLK3
ENSG00000188396	1	45271585	45272957	4	2	455258	2.0248	0.021441	TCTEX1D4
ENSG00000222009	1	45274154	45281257	19	5	455258	3.2039	0.00067778	BTBD19
ENSG00000117425	1	45285516	45308735	78	16	455258	1.8429	0.03267	PTCH2
ENSG00000070785	1	45316450	45452282	477	21	455258	3.1495	0.00081767	EIF2B3
ENSG00000126107	1	45468212	45477001	35	8	455258	1.054	0.14594	HECTD3
ENSG00000126088	1	45477819	45481247	9	4	455258	0.98197	0.16306	UROD
ENSG00000162415	1	45482071	45771881	672	29	455258	-0.5752	0.71742	ZSWIM5
ENSG00000132781	1	45794835	45806142	26	11	455258	-1.2043	0.88575	MUTYH
ENSG00000132773	1	45805342	45809647	9	4	455258	-0.9258	0.82272	TOE1
ENSG00000070759	1	45809555	45956872	343	23	455258	-0.38179	0.64869	TESK2
ENSG00000236624	1	45959538	45965751	21	7	455258	-1.1355	0.87192	CCDC163P
ENSG00000132763	1	45965725	45976739	33	8	455258	-1.0513	0.85343	MMACHC
ENSG00000117450	1	45976708	45988719	57	9	455258	-0.59014	0.72245	PRDX1
ENSG00000117448	1	46016215	46035721	65	10	455258	-0.60898	0.72873	AKR1A1
ENSG00000132780	1	46049518	46084566	109	11	455258	-1.2113	0.8871	NASP
ENSG00000159588	1	46085716	46089729	12	3	455258	-0.96821	0.83353	CCDC17
ENSG00000159592	1	46092976	46153785	184	15	455258	-1.4811	0.93072	GPBP1L1
ENSG00000159596	1	46152886	46160115	21	4	455258	-1.0802	0.85997	TMEM69
ENSG00000197429	1	46159996	46216322	170	13	455258	-1.4287	0.92346	IPP
ENSG00000086015	1	46252659	46501796	708	23	455258	-1.0537	0.85398	MAST2
ENSG00000117461	1	46505812	46642160	345	28	455258	-1.1749	0.87998	PIK3R3
ENSG00000117472	1	46640745	46651630	15	6	455258	-0.22072	0.58734	TSPAN1
ENSG00000085998	1	46654354	46685977	59	13	455258	-0.26766	0.60552	POMGNT1
ENSG00000171357	1	46669006	46686933	34	12	455258	-0.32247	0.62645	LURAP1
ENSG00000085999	1	46713360	46744145	52	18	455258	-1.1239	0.86947	RAD54L
ENSG00000132128	1	46726868	46769280	59	20	455258	-1.2981	0.90288	LRRC41
ENSG00000173660	1	46769303	46782448	30	11	455258	-1.7163	0.95695	UQCRH
ENSG00000117481	1	46805849	46830824	194	4	455258	-0.58094	0.71936	NSUN4
ENSG00000117480	1	46859937	46879520	48	13	455258	-0.8161	0.79278	FAAH
ENSG00000197587	1	46972668	46979898	30	10	455258	0.17346	0.43114	DMBX1
ENSG00000162456	1	47011316	47017199	20	7	455258	0.58	0.28096	KNCN
ENSG00000079277	1	47023090	47082515	172	23	455258	-0.02847	0.51136	MKNK1
ENSG00000142961	1	47073387	47082563	24	5	455258	0.37368	0.35432	MOB3C
ENSG00000123472	1	47098409	47139539	155	12	455258	0.94986	0.17109	ATPAF1
